PBW Source ID,Source canonical name,PBW editor,Source edition used,Edition URL,Page range,Editor name,Editor VIAF,Author(ity),Evidence of authorship,External authorship authority,External authorship source,External authorship URL
Psellos Gautier 2,Gautier 2,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380558,,,
Psellos Gautier 3,Gautier 3,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380559,,,
Psellos Gautier 4,Gautier 4,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380560,,,
Psellos Gautier 5,Gautier 5,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380561,,,
Psellos Gautier 6,Gautier 6,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380562,,,
Psellos Gautier 7,Gautier 7,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380563,,,
Psellos Gautier 8,Gautier 8,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380564,,,
Psellos Gautier 9,Gautier 9,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380565,,,
Psellos Gautier 10,Gautier 10,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380566,,,
Psellos Gautier 11,Gautier 11,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380567,,,
Psellos Gautier 12,Gautier 12,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380568,,,
Psellos Gautier 13,Gautier 13,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380569,,,
Psellos Gautier 14,Gautier 14,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380570,,,
Psellos Gautier 15,Gautier 15,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380571,,,
Psellos Gautier 16,Gautier 16,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380572,,,
Psellos Gautier 17,Gautier 17,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380573,,,
Psellos Gautier 18,Gautier 18,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380574,,,
Psellos Gautier 19,Gautier 19,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380575,,,
Psellos Gautier 20,Gautier 20,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380576,,,
Psellos Gautier 21,Gautier 21,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380577,,,
Psellos Gautier 22,Gautier 22,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380578,,,
Psellos Gautier 23,Gautier 23,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380579,,,
Psellos Gautier 24,Gautier 24,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380580,,,
Psellos Gautier 25,Gautier 25,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380581,,,
Psellos Gautier 26,Gautier 26,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380582,,,
Psellos Gautier 27,Gautier 27,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380583,,,
Psellos Gautier 28,Gautier 28,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380584,,,
Psellos Gautier 29,Gautier 29,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380585,,,
Psellos Gautier 30,Gautier 30,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380586,,,
Psellos Gautier 31,Gautier 31,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380587,,,
Psellos Gautier 32,Gautier 32,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380588,,,
Psellos Gautier 33,Gautier 33,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380589,,,
Psellos Gautier 34,Gautier 34,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380590,,,
Psellos Gautier 35,Gautier 35,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380591,,,
Psellos Gautier 37,Gautier 37,mj,"“Quelques lettres de Psellos inédites ou déjà éditées”, Revue des Études Byzantines 44 (1986) 111-197",https://www.persee.fr/doc/rebyz_0766-5598_1986_num_44_1_2187,,"Gautier, Paul",231073465,Michael 61,factoid 380592,,,
Psellos K - D 1,K - D 1,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380303,,,
Psellos K - D 5,K - D 5,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380304,,,
Psellos K - D 6,K - D 6,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380305,,,
Psellos K - D 7,K - D 7,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380306,,,
Psellos K - D 9,K - D 9,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380307,,,
Psellos K - D 10,K - D 10,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380308,,,
Psellos K - D 11,K - D 11,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380309,,,
Psellos K - D 12,K - D 12,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380310,,,
Psellos K - D 13,K - D 13,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380311,,,
Psellos K - D 14,K - D 14,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380312,,,
Psellos K - D 15,K - D 15,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380313,,,
Psellos K - D 16,K - D 16,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380314,,,
Psellos K - D 17,K - D 17,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380315,,,
Psellos K - D 18,K - D 18,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380316,,,
Psellos K - D 19,K - D 19,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380317,,,
Psellos K - D 20,K - D 20,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380318,,,
Psellos K - D 21,K - D 21,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380321,,,
Psellos K - D 22,K - D 22,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380320,,,
Psellos K - D 23,K - D 23,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380322,,,
Psellos K - D 24,K - D 24,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380323,,,
Psellos K - D 25,K - D 25,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380324,,,
Psellos K - D 26,K - D 26,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380325,,,
Psellos K - D 27,K - D 27,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380327,,,
Psellos K - D 28,K - D 28,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380326,,,
Psellos K - D 29,K - D 29,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380328,,,
Psellos K - D 30,K - D 30,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380329,,,
Psellos K - D 31,K - D 31,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380330,,,
Psellos K - D 32,K - D 32,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380331,,,
Psellos K - D 33,K - D 33,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380332,,,
Psellos K - D 35,K - D 35,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380334,,,
Psellos K - D 36,K - D 36,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380335,,,
Psellos K - D 37,K - D 37,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380336,,,
Psellos K - D 38,K - D 38,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380337,,,
Psellos K - D 39,K - D 39,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380338,,,
Psellos K - D 40,K - D 40,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380339,,,
Psellos K - D 41,K - D 41,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380340,,,
Psellos K - D 42,K - D 42,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380341,,,
Psellos K - D 43,K - D 43,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380342,,,
Psellos K - D 44,K - D 44,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380343,,,
Psellos K - D 45,K - D 45,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380344,,,
Psellos K - D 46,K - D 46,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380345,,,
Psellos K - D 47,K - D 47,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380346,,,
Psellos K - D 48,K - D 48,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380347,,,
Psellos K - D 49,K - D 49,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380348,,,
Psellos K - D 50,K - D 50,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380349,,,
Psellos K - D 51,K - D 51,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380350,,,
Psellos K - D 52,K - D 52,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380351,,,
Psellos K - D 53,K - D 53,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380333,,,
Psellos K - D 54,K - D 54,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380353,,,
Psellos K - D 55,K - D 55,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380354,,,
Psellos K - D 56,K - D 56,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380355,,,
Psellos K - D 57,K - D 57,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380356,,,
Psellos K - D 58,K - D 58,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380357,,,
Psellos K - D 59,K - D 59,mj,"Michaelis Pselli Scripta minora magnam partem adhuc inedita I, Milan 1936",,,"Kurtz, Eduard; Drexl, Franz",59840374; 35433472,Michael 61,factoid 380358,,,
